id,type,title,latitude,longitude,address,description
29857,SCHL,Marleston-Panorama Institute of Vocational Ed,-34.94549465,138.553864,,Formery the Marleston and Panorama Colleges of TAFE.  Name approved by Surveyor General on 11/5/1993.  Renamed as the Douglas Mawson Institute of Vocational Education - approved by the Surveyor General on 15/9/1993.
40445,SCHL,Marleston-Panorama Institute of Vocational Ed,-34.94549465,138.553864,,Formed by the merger of the Marleston and Panirama Colleges of TAFE as the Marleston - Panorama Institute of Vocational Education (interim name).
48658,SUB,Adelaide Airport,-34.94549438,138.5296237,,A proposal was received from City of West Torrens in letter dated 25/8/1965 to have a portion of the suburb included into Lockleys due to a new subdivision.  Portion excluded in 1998 and added to North Plympton.  Portion added in 1988 by altering western
51392,AF,Adelaide Airport,-34.94549438,138.5296237,,Verbal instruction received from the Premiers Office to refer to the airport as the Adelaide International Airport.
57031,AF,Adelaide International Airport,-34.94549438,138.5296237,,Verbal instruction received from the Premiers Office to refer to the airport as the Adelaide International Airport.
24741,SUBD,Kenilworth,-34.94548532,138.6133347,,Private subdivision of sections 240 & 254.  Location is approximate only.
36448,SCHL,Douglas Mawson Institute of Vocational Education,-34.94548465,138.553864,,Douglas Mawson lived in the area serviced by the Institute.  Name approved by Surveyor General on 15/9/1993.  Formerly the Marleston - Panorama Institute of Vocational Education.
37306,SCHL,Marleston Technical College,-34.94548465,138.553864,,
43114,SCHL,Marleston College of TAFE,-34.94548465,138.553864,,Renamed together with the Panorama College of TAFE as the Marleston - Panorama Institute of Vocational Education (interim name).
21579,GATE,"Bonython Entrance, Wayville Showgrounds",-34.945425,138.5851944,,"Johnstone Terrace, Wayville."
25594,RESV,Ifould Reserve,-34.94540595,138.6694654,,
52625,SUB,Linden Park,-34.94536569,138.6461451,,"Originally a private subdivision of Section 292.  Originally proposed by the City of Burnside to be applied to the portion of Hazelwood Park east of the current suburb. Boundaries established in 1941 by consensus between Nomenclature Committee, City of B"
17981,BLDG,St Raphael's Hall,-34.94524538,138.6184748,,"12 Young Street, Parkside."
51747,SUBD,Johnston,-34.94523511,138.5950845,,Private subdivision of sections 221 & 239.  Location is approximate only.
29102,SUBD,North Unley,-34.94507521,138.6035946,,Private subdivision.  Location is approximate only.
50370,BLDG,Eastwood Post Office,-34.94504539,138.6198048,,Name altered to agree with the name of the suburb in which the post office is located.
54290,BLDG,Parkside Post Office,-34.94504539,138.6198048,,Name altered on 20/11/1967 to agree with the name of the suburb in which the port office is located.
49020,SUBD,Spenderville,-34.94501529,138.6102747,,Private subdivision.  Location is approximate only.
26309,RESV,Wood Park,-34.94490576,138.6522152,,
12855,SUBD,Wayville West,-34.944895,138.5845144,,Private subdivision.
20924,BLDG,Zeehan,-34.94487526,138.6076647,,"5 Clyde Street, Parkside."
30883,SCHL,Richmond Primary School,-34.94479484,138.5702942,,School opened in 1898.
26290,RESV,Plane Tree Reserve,-34.94474548,138.6276249,,
31306,SCHL,Glenside Hospital Special School,-34.94473548,138.6270749,,School opened in 1962
50993,HOSP,Glenside Hospital,-34.94473548,138.6270749,,
6325,HMSD,Fealdon,-34.94472812,138.8629077,,
37559,RESV,Toledo Reserve,-34.94472571,138.5038655,,
50642,WOOD,Filsell Hill Scrub,-34.94466735,138.7938368,,
26474,LOOK,Langman Lookout,-34.9445559,138.6643053,,
25281,SUBD,Knoxville,-34.94444556,138.634055,,"The land was subdivided by the father of N.A. Knox and named after a place in America owned by the same family.  Added to Glenside 20/2/1940.  Name originally proposed by the City of Burnside as a suburb name, but subsequently discarded in favour of Glen"
39928,HMSD,Brackendale,-34.94439721,138.7808167,,
43094,SUB,Glenside,-34.94433554,138.632595,,"Originally a private subdivision on Section 273.  Boundaries established in 1941 by consensus between Nomenclature Committee, City of Burnside and other government agencies.  Portion formerly known as Knoxville.  The Surveyor-General approved the exclusi"
12111,SCHL,Warriappendi School,-34.9442728,138.5692506,,Name change approved by Geographical Names Board in 1980.  Warriappendi is taken the Kaurna Vocabulary complied by Schurmann & Teichelmann.  Previously the school was name South East Corner Special School. The original name change proposal was for Moore
32794,SCHL,Warriappendi Alternative School,-34.9442728,138.5692506,,"Education Department data indicates that this name  was used as an interim name in 1980 before the approved name, Warriappenidi School was used."
67695,SCHL,Moore Street Alternative School,-34.9442728,138.5692506,,The original name change proposal was for Moore Street Alternative School however this was never taken up and the proposal was for Warriappendi School which was approved by Geographical Names Board on 24/7/1980.  Education Department data indicates that
37116,RESV,Tregenza Oval,-34.94423572,138.6482451,,
25983,RESV,Main Street Reserve,-34.94423539,138.6194348,,
1395,BLDG,Anaster Residential Care,-34.94420986,138.6186734,,
20510,BLDG,St Oswald's Church,-34.94414537,138.6168148,,"5 St Anns Place, Parkside"
53128,MINE,New Era Mine,-34.94411867,138.9110382,,
1400,BLDG,Adelaide 14th Troop Scout Hall,-34.94411805,138.5938502,,
35275,HMSD,Shepton,-34.94404812,138.8617277,,
25610,RESV,Langman Recreation Reserve,-34.94393589,138.6636753,,
41558,BRDG,Keswick Bridge,-34.94368497,138.5815944,,
20116,SCHL,Annesley College,-34.94356515,138.5971546,,
28757,SCHL,Assembly Hall,-34.94356515,138.5971546,,"Annesley College, 89 Greenhill Road, Wayville"
40270,SCHL,Annesley College,-34.94356515,138.5971546,,"Former Eye Hospital situated at 89 Greenhill Road, Wayville.  Formery known as Way College, then Methodist Ladies College."
25332,SUBD,Eastwood Extension,-34.9435254,138.6198248,,location approximate.
51512,SUB,Eastwood,-34.9435254,138.6198248,,"Originally a private subdivision of Section 254.  Boundaries established in 1941 by consensus between Nomenclature Committee, City of Burnside and other government agencies.  Portion formerly known as Eastwood Extension."
67075,BLDG,Burnside RSL Club,-34.9433188,138.6417205,,
29051,HILL,Stony Hill,-34.94325735,138.7932369,,
57204,HILL,Filsell Hill,-34.94325735,138.7932369,,
19928,BLDG,Church of Christ,-34.94324518,138.5997546,,"4 Park Lane, Unley."
30228,SCHL,Adelaide Language and Multi-Cultural Centre,-34.94324518,138.5997546,,Location is approximate only to the centre of  Adelaide.
67501,RSTA,Greenhill Road Tram Stop,-34.94314816,138.5988176,,
25538,RESV,Austral Park,-34.94309568,138.6444251,,
48374,GRDN,Ray Cooper Gardens,-34.94307579,138.6540452,,
67288,BLDG,Burnside Village Shopping Centre,-34.94306657,138.6405141,,
23595,RESV,Glenside Olive Plantation,-34.9429555,138.6282249,,
20373,BLDG,Penny's Knitting Mills,-34.94290523,138.6041446,,"135 Greenhill Road, Unely."
26460,SUBD,Linden,-34.9428457,138.6457451,,"Originally proposed by the City of Burnside as a suburb name, but subsequently incorporated into the suburb of Lnden Park."
26104,RSTA,Anzac Highway Railway Station,-34.94278498,138.5814244,,Proposal in 1989 to alter name to Anzac Highway Railway Station not approved by Geographical Names Board in 1989.
35902,RSTA,Keswick Railway Station,-34.94278498,138.5814244,,2 1/2 miles south of Adelaide on the Seaford line.  Proposal in 1989 to alter name to Anzac Highway Railway Station not approved by Geographical Names Board in 1989.
39803,RSTA,Anzac Highway Railway Station,-34.94278498,138.5814244,,Proposal in 1989 to alter name to Anzac Highway Railway Station not approved by Geographical Names Board in 1989.
21135,BLDG,Meaghey House,-34.94270529,138.6096047,,"163A-164 Greenhill Road, Parkside."
25178,SUBD,West Beach Extension,-34.94259416,138.5083535,,"Private subdivision of sections 228/9.  Name West Beach adopted as a suburb name within the CC Henley & Grange in 1945 following consensus between council, Nomenclature Committee and other government agencies.  Gazettel was deferred until a more opportun"
25279,RESV,Conyngham Street Reserve,-34.94258555,138.632655,,
26412,SUBD,Linden Park Gardens,-34.9425658,138.6545152,,
54338,HOSP,Carramar Clinic,-34.94254532,138.6116747,,"179 Greenhill Road, Parkside."
53541,HMSD,Panorama,-34.94232794,138.8448675,,
38140,HMSD,Bon Vale,-34.9423179,138.8418475,,
25746,SUBD,Twickenham,-34.94226462,138.549414,,Private subdivision.  Location is approximate only.
26433,SUBD,Twickenham Gardens,-34.94226461,138.548324,,Private subdivsion.  Name approved as a subdivision name by the Nomenclature Commitee on 21/5/1925.
22452,HMSD,The Castle,-34.94225707,138.7678766,,
42815,HMSD,Camelot Castle,-34.94225707,138.7678766,,
66624,BLDG,Aviators Lodge Motel,-34.94216025,138.5156929,,
46917,LOCB,Basket Range,-34.94194702,138.7629265,,"See Rodney Cockburn's ""What's in a name? Nomenclature of South Australian"" pages 21 & 22 for one explanantion of the origin of this name.  Boundaries created in October 2001 for the long established name.  Portion excluded and added to the suburb of Asht"
24805,RESV,Waterfall Terrace Reserve,-34.94184588,138.6617653,,
24809,RESV,Russell Avenue Memorial Reserve,-34.94181589,138.6621953,,
6539,HMSD,Burnley Fort,-34.94168901,138.9404286,,
58384,BLDG,Apollo Stadium,-34.94165477,138.5621642,,
57418,HMSD,Aberdeen,-34.94161767,138.8211072,,
56454,SUBD,Burnalta,-34.94146595,138.6676854,,Private subdivision of Section 903.
30468,SUB,Burnside,-34.94137592,138.6648454,,Possibly named by Peter Anderson who called his property near on Second Creek Burnside.  The land was later sold to William Randall who sold the subdivision as Burnside. Originally a private subdivision. Boundaries established in 1941 by consensus betwee
37933,RESV,Dineen Place Drainage,-34.94134977,138.5032639,,
38631,RESV,Harold and Cynthia Anderson Reserve,-34.94133108,138.4985549,,
25926,SUBD,Ellenville,-34.94132484,138.5686043,,Private subdivision.
25384,SUBD,Hilton Estate,-34.94132484,138.5686043,,Location approximate.
55782,RSTA,Richmond Railway Station,-34.94132483,138.5678642,,2 1/2 miles south.   Location is approximate only.
67052,BLDG,Burnside CFS Station,-34.94126465,138.6596351,,
39642,RESV,Wikaparndo Wirra,-34.94121503,138.5855845,,"Kaurna name meaning netball park (from wika meaning net, parndo meaning possum skin ball, for games, and wirra meaning grove / park / forest). This council reserve is use by netball associations."
41758,HMSD,Gloccamurra,-34.94114871,138.9136383,,
49827,BLDG,Tusmore Post Office,-34.94114564,138.6396851,,Renamed by Postmaster General on 15/5/1967.
34608,SCHL,St Josephs Primary School,-34.94113475,138.5601642,,
32265,BLDG,Ashton Post Office,-34.94111673,138.7365562,,
25832,BLDG,Glenside Post Office,-34.94109565,138.6403451,,
25978,RESV,Austral Avenue Reserve,-34.94103566,138.6415351,,
25221,RESV,Alan E Cousin Reserve,-34.94102596,138.6682354,,
6861,FTRY,Carlis Rudgo Vineyards,-34.94099853,138.8972381,,
31919,HMSD,Joycliff,-34.94093789,138.8403575,,
26017,SUBD,Burnside South,-34.94088588,138.6611253,,Private subdivision of Section 269.
38112,RESV,Mason Drainage,-34.94087306,138.5026991,,
10597,SUB,West Richmond,-34.94085462,138.549004,,"Originally a private subdivision of Section 102.  Name approved as a subdivision name by the Nomenclature Committee on 13/3/1925. Name adopted as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other governme"
46100,LOCB,Ashton,-34.94081674,138.7369762,,G. Hunt owned the section on which the subdivision is located.  Boundaries created in October 2001 for the long established name.  Portion of Basket Range added in May 2004.  Following requests from residents in 2003 a review of the locality boundaries a
54574,PLN,Adelaide Plains,-34.94081515,138.5962046,,Between the Mount Lofty Ranges and Gulf St Vincent.  Grid reference is the approximate centre of the plain.
25927,SUBD,Hazelwood,-34.94074583,138.6559453,,
27269,SUB,Hazelwood Park,-34.94074583,138.6559453,,"Originally a private subdivision of Section 297. Boundaries established in 1941 by consensus between Nomenclature Committee, City of Burnside and other government agencies. Portions formerly known as Hazelwood, Linden Park Gardens, Knigtsbridge and Tusmo"
25466,RESV,Linden Avenue Reserve,-34.94068577,138.6507352,,
33554,BLDG,Basket Range Post Office,-34.94064704,138.7644566,,
26473,RESV,Lancelot Avenue Reserve,-34.94062582,138.6556553,,
36543,BLDG,Basket Range CFS Station,-34.94061571,138.7642212,,
39161,RESV,Minno Wirra,-34.94039509,138.5899845,,Kaurna name meaning golden wattle grove (from minno meaning golden wattle and wirra meaning grove).
39363,RESV,Pityarilla,-34.94030529,138.6080447,,"Kaurna name meaning marshmallow root place (from pityarra meaning edible root of the ngunna ""marshmallow"" and illa meaning place)."
38671,SUB,Richmond,-34.94029475,138.5597542,,"Originally a private subdivision or Section 94.  Name adopted as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other government agencies.  Portions of the original subdivision included in Kurralta Park and"
27095,SUBD,Dulwich Park,-34.94027553,138.629395,,
38036,HMSD,Kings Castle,-34.9402682,138.8674178,,
27093,SUBD,Ascot Vale,-34.94020549,138.6261149,,
6867,HMSD,Sil Park,-34.94019793,138.8433475,,
39544,RESV,Kurrangaa,-34.94018522,138.6020347,,Kaurna name meaning blue gum place (from kurra meaning blue gum and ngga meaning place).
67176,BLDG,Burnside Library,-34.94015036,138.6421881,,
24811,RESV,Warland Reserve,-34.94007594,138.6655354,,
39159,RESV,Walyo Yerta,-34.94007516,138.5965646,,"Kaurna name meaning walyo root ground (from walyo, an edible white root like a raddish and yerta meaning ground)."
28078,RESV,Edwards Park,-34.93999074,138.5836632,,Former site of the SA Netball Association Courts
32254,SCHL,Basket Range Primary School,-34.93992705,138.7642966,,School opened in 1885.
55446,HILL,Rockdale Hill,-34.93987644,138.7099559,,
25098,SUBD,North Richmond,-34.93973472,138.5566141,,Private subdivision of Sections 94 & 95.  Name approved as a subdivision name by the Noemnclature Committee on 26/6/1925.
24289,SUBD,Richmond Blocks,-34.93973472,138.5566141,,Location approximate.
37620,SCHL,West Beach Primary School,-34.93964417,138.5079036,,School opened in 1969.
3643,BLDG,Adelaide Airport Bowling Club,-34.93963103,138.5311608,,Location is approximate only to the vicinity of the Adelaide Airport
44155,HMSD,Raebank,-34.93960702,138.7621066,,
26286,GRDN,Civic Centre Gardens,-34.93958567,138.6416651,,
6754,HMSD,Biran Biran,-34.93953889,138.9283785,,
6485,HMSD,Bancroft,-34.93948901,138.9390386,,
25611,RESV,Michael Perry Botanic Reserve,-34.93939601,138.6717455,,
37493,RESV,Gray Reserve,-34.93937659,138.5035229,,
22529,SUBD,Victoria Park,-34.93928549,138.6250449,,
26291,RESV,Albert Street Reserve,-34.93928549,138.6250449,,
51452,SUBD,North Woodside,-34.93924838,138.883098,,Private subdivision
38790,ROAD,Winston Crescent Walkway,-34.93916371,138.503424,,
56727,SUBD,Penryn,-34.93912463,138.5489741,,Private subdivision.  Name approved as a subdivision name by the Nomenclature Committee on 5/3/1926.  Name altered to West Richmond on 13/3/1925
39485,RESV,Tuttangga,-34.93909538,138.6152048,,"Kaurna name meaning grass place (from tutta meaning grass, hay and ngga meaning place)."
67715,BLDG,Feathers Hotel,-34.93906818,138.6589948,,
46259,LOCB,Horsnell Gully,-34.9390464,138.7060659,,Name selected and boundaries established in October 2001.  Australia Post altered the postcode from 5072 in November 2003 to better align the postcode with residents mailboxes and association with Summertown.  Following further requests from residents in
67039,BLDG,Burnside Scout Hall,-34.93904206,138.6697294,,Location is questionalble.  There is also no record of a Burnside Scout Troup existing on the Sounts SA web site.
37957,RESV,Newlands Reserve,-34.93892809,138.5059191,,Part of the River Torrens Linear Park.
49171,SUB,Mile End South,-34.9388949,138.5728443,,"Originally a private subdivision of Section 5. Name adopted as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other government agencies.  Portion formerly known as Hiltonia."
32476,RANG,Bluff Range,-34.93880722,138.7792768,,
25383,SUBD,Penrhyn,-34.93866463,138.5484341,,
17842,RESV,Richmond Oval,-34.93856484,138.5669043,,
56170,SUBD,Craigholme,-34.93854482,138.5650543,,Exact location not established.
66941,BAPL,Burnside Swimming Centre,-34.93852785,138.6557307,,
37252,HMSD,Fork Tree,-34.93843708,138.7663066,,
52085,GRDN,Veale Gardens,-34.93839517,138.5960146,,
25608,RESV,Willowbridge Reserve,-34.93834599,138.6694155,,
50004,SCHL,St Patricks School,-34.93834557,138.632035,,
58310,GRDN,Lundie Gardens,-34.93823508,138.5880645,,
26099,SUBD,North Woodside Extension,-34.9381484,138.883688,,Private subdivision.
12995,RESV,Princess Elizabeth Playground,-34.9380651,138.5901746,,
44076,RESV,Pedare Park,-34.93802799,138.8473176,,
52115,RESV,Hazelwood Park,-34.93802584,138.6554253,,
10120,RSTA,South Terrace Tram Stop,-34.93796956,138.5989816,,
25678,SUBD,Tusmore Gardens,-34.93795577,138.6491653,,
26463,SUBD,Tusmore Park,-34.93795577,138.6491653,,Now portions of Hazelwood Park and Tusmore.
42254,BPTH,Park Lands Trail,-34.93793609,138.5999885,,
44916,RESV,Burbridge Road Service Road Reserve,-34.93792944,138.5037482,,
29104,BLDG,Dulwich Post Office,-34.93787552,138.627475,,Location is approximate only to the centre of the sunurb.
35429,SUB,Dulwich,-34.93787552,138.627475,,"Named in 1854.  Originally a private subdivision.  Boundaries established in 1941 by consensus between Nomenclature Committee, City of Burnside and other government agencies.  Portions formely known as Victoria Park, Ascot Vale and Dulwich Park.  Portion"
56005,SUBD,Monrieth Estate,-34.93781566,138.6391951,,Private subdivision.
54919,BLDG,Knightsbridge Post Office,-34.93775583,138.6548453,,Situated on section 298.  Location is approximate only to the centre of the relevant Section
25437,SUBD,Monreith Estate,-34.93774564,138.6382251,,
1654,RSTA,Adelaide Parklands Rail Terminal,-34.93773498,138.5789244,,Name change approved by the Surveyor-General on 3/1/2007.  The previous name was Australian National Rail Passenger Terminal.   Great Southern Rail took over the running of the terminal from the Federal Government and renamed the terminal to be reflect t
1655,RSTA,Keswick Terminal,-34.93773498,138.5789244,,"Now the Australian National Rail Passenger Terminal, however offical approval for this renaming was never sought of the Surveyor-General.  See also Adelaide Parklands Rail Terminal."
1705,RSTA,Australian National Rail Passenger Terminal,-34.93773498,138.5789244,,Approval for the change of name from Kewsick Terminal to Australian National Rail Passenger Terminal was never requested of the Surveyor-General.  Name change to Adelaide Parklands Rail Terminal was approved by the Surveyor-General on 3/1/2007.  However
58481,RESV,Fergusson Square,-34.9376856,138.6341451,,
52796,HMSD,Moorunga,-34.93750836,138.879618,,
43863,STRM,Keswick Creek,-34.93740462,138.5467841,,Full extent of creek not identified due to drains being constructed over much of the former creek line.  Co-ordinated are for the centre of the creek.
39286,GRDN,Wita Wirra,-34.93739531,138.6078448,,Kaurna name meaning peppermint gum grove / place (from wita meaning peppermint gum and wirra meaning grove / place). Dual naming approved by City of Adelaide on 28/5/2001.
48888,GRDN,Osmond Gardens,-34.93739531,138.6078448,,Dual naming approved by City of Adelaide on 28/5/2001.
