id,type,title,latitude,longitude,address,description
545,BLDG,Glen Osmond Scout Hall,-34.96197279,138.63811343,,
549,BLDG,Gepps Cross Hotel,-34.84978202,138.59859864,,
550,BLDG,Fullarton Motor Lodge,-34.95556235,138.63446692,,
551,BLDG,Garden Cottages Beaumont,-34.9520533,138.6564796,,
552,BLDG,Gilberton Scout Hall,-34.89276177,138.60751274,,
720,RESV,Otto Park,-34.91140564,138.62320538,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
739,RSTA,Upper Sturt Railway Station,-35.01462575,138.68945445,,18 miles south
673,RESV,May Street Reserve No 1,-34.905066,138.65188583,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
697,RSTA,Glanville Railway Station,-34.84363839,138.49205501,,8 1/2 miles northwest of Adelaide on the Outer Harbor line.
698,RESV,Windsor Gardens Reserve,-34.86147639,138.66349668,,
699,BLDG,German Arms Hotel,-35.0296179,138.80736526,,On the State Heritage List.
700,RESV,Glandore Oval,-34.96590471,138.57023386,,
858,RESV,Felixstow Reserve,-34.88627605,138.64674608,,Named by the City of Norwood Payneham & St Peters.
774,SCHL,Upper Sturt Primary School,-35.02052565,138.68306428,,School opened in 1878.
775,BLDG,Upper Sturt Post Office,-35.02769546,138.67050401,,
788,SCHL,Uraidla Primary School,-34.96046668,138.74269598,,School opened in 1875.
789,RESV,Ambulance Ground,-35.00477678,138.77577563,,
922,RESV,McGilp Recreation Park,-34.7136584,138.76413029,,
927,STRM,Workanda Creek,-35.01338507,138.62837375,,
938,RESV,Max Amber Sportsfield,-34.86991665,138.69153687,,"Renamed to honour long serving member of Council and Mayor, Mr Max Amber.  He has served as Councillor in 1969, 1973, 1995-1997, as Area Councillor 2000-2010, as Alderman 1973, 1982, 1991-1993 & 1997-2000 and the Mayor of the City of Campbelltown 1982-19"
1045,RESV,Adelaide Oval,-34.91703528,138.59482496,,Dual naming approved by City of Adelaide on 28/5/2001.
1073,RESV,James Coke Park,-34.92434568,138.63381529,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1081,RESV,Glenbrook Close Reserve No 3,-34.89173581,138.62764576,,Named by the City of Norwood Payneham & St Peters.
1093,BLDG,Payneham Youth Centre,-34.89295596,138.64190591,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1100,RESV,Garden of Remembrance,-34.89488594,138.64128587,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
984,STRM,Wild Dog Creek,-34.67067931,138.82247168,,
992,BLDG,Elizabeth North Guide Hall,-34.70833706,138.67362842,,
993,BLDG,Elizabeth East Shopping Centre,-34.72581165,138.67880906,,
997,BLDG,Flaxmill Shopping Centre,-35.12816886,138.49787911,,
998,BLDG,Flinders Bar and Bistro,-34.92865836,138.60160588,,
1008,RESV,High Street Reserve,-34.92778581,138.6478854,,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.
1010,RESV,St Margarets Crescent Reserve No 1,-34.89181597,138.64253594,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1033,HMSD,Tumblegum,-35.24696324,138.59329943,,
1237,RSTA,Clapham Railway Station,-34.99120497,138.60746388,,6 1/4 miles south of Adelaide. Name alteration to Springbank Railway Station proposed by City of Mitcham at Council meeting held in 1945.  Station status altered to historical following advise from Mapping Branch in July 2012.
1212,BLDG,East End Exchange Hotel,-34.92550567,138.60853143,,
1118,BLDG,First Church Christian Science,-34.92290666,138.60619917,,
1119,HMSD,The Pines,-34.99477701,138.79020597,,
1122,HMSD,Bulburra,-34.9869774,138.82091646,,
1124,HMSD,Araluen,-34.95561714,138.78084651,,
1125,HMSD,Lazy Acres,-34.99219668,138.75953565,,
1126,HMSD,Kenton Valley Farm,-34.8617796,138.95068006,,
1133,BLDG,St Peters Child Care Centre,-34.91436566,138.62663538,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1135,HMSD,Heywood,-35.00257649,138.74823534,,
1145,RESV,Dan and Nan Manning Playground and Walkway,-34.92156558,138.62400523,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1147,BLDG,Payneham Senior Citizens Centre,-34.9076559,138.6449957,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1161,RESV,Hanson Reserve,-34.93379577,138.64711529,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1184,SCHL,Braeview Junior Primary School,-35.0815438,138.55240173,,School opened in 1978. The Department for Education & Child Development advised in a letter dated 13/9/2012 that Braeview Junior Primary and Primary Schools will merge from 1 January 2013 and will be named Braeview School R-7.  The Minister for Education
1291,SCHL,Morphett Vale Primary School,-35.11004318,138.5135908,,"This school was formed by the merger of Morphett Vale West Primary, John Morphett Primary Schools and John Morphett Preschool on the site of the closed Morphett Vale High School.  The new school began operations from 1/12011."
1305,RESV,Glenbrook Close Reserve No 2,-34.89155581,138.62807577,,Named by the City of Norwood Payneham & St Peters.
1328,SUB,Port Noarlunga,-35.14900251,138.47519969,,"Town surveyed in November 1856, no proclamation, now a suburb of Adelaide.  Name also applied to a private subdivision of sections 309, 311 & 313.  Portion of Noarlunga Downs added.  Portion renamed as Seaford Meadows.  Southport Surf Life Saving Club pr"
1342,SCHL,Campbelltown Junior Primary School,-34.87664637,138.67005651,,School opened in 1957. This school was merged with Campbelltown Primary School as some time before 2011.
1352,RESV,St Margarets Crescent Reserve No 3,-34.89199597,138.64262593,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1314,SUBD,Hilton,-34.88177543,138.58841547,,Decision made on 18/9/1944 by City of Prospect to adopt this name as a suburb name.  Decision latter reversed by City of Prospect and the area proposed as Highbury added to Prospect. Name alteration originally proposed as Errabinie by Nomenclature Commit
1319,RESV,Vogt Place Buffer Reserve,-34.89059596,138.64058593,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1320,BLDG,St Peters Civic Centre Complex,-34.91237565,138.62480539,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1238,RESV,Third Avenue Drainage Reserve No 1,-34.90506572,138.62703553,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1275,?,Glengowrie Tram Depot,-34.9798729,138.53574175,,
1279,RESV,Willowbank Crescent Reserve,-34.89100591,138.63690588,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1497,RESV,Pembury Crescent Reserve,-34.88863603,138.64607603,,Name confirmed as being historical by the City of Norwood Payneham & St Peters in August 2008.
1392,BLDG,Adelaide Christian Fellowship Centre,-35.01193054,138.56123163,,
1393,BLDG,Aldgate RSL,-35.01496673,138.73091528,,
1394,BLDG,Aldis Nursing Home,-35.11252032,138.53614074,,
1395,BLDG,Anaster Residential Care,-34.94420986,138.61867342,,
1397,RESV,Adelaide Par 3 Golf Course,-34.91834518,138.58630484,,
1398,BLDG,Albert Park-Rosewater RSL Hall,-34.85317568,138.51452444,,
1399,BLDG,Adelaide West Uniting Church,-34.93327736,138.54696905,,
1400,BLDG,Adelaide 14th Troop Scout Hall,-34.94411805,138.5938502,,
1401,BLDG,All Hallows Anglican Church,-35.02729427,138.61815121,,
1406,HMSD,Tundarri,-34.5996193,138.78416239,,
1599,FTRY,Aldinga Bay Winery,-35.29320565,138.47134947,,
1600,BLDG,Aldersgate House Retirement Village,-34.89234128,138.63978139,,
1602,BLDG,Adelaide International Hotel/Motel,-34.9106941,138.59530936,,Does this still exist?
1629,RESV,Wilson Avenue Reserve,-34.88882598,138.64165597,,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.
1510,RESV,Adelaide Caravan Park,-34.91045112,138.61351956,,
1512,BLDG,Adelaide Hills Council Library Service Centre,-35.00703627,138.71633218,,Located in Stirling
1513,RESV,Adelaide Shores Caravan Park,-34.95091879,138.50301482,,
1546,BLDG,Alwyndor Aged Care,-35.01011613,138.52738944,,
1548,RESV,Adelaide Beachfront Tourst Park,-34.85387327,138.47666317,,
1549,BLDG,Arkaba Court Motel,-34.95172127,138.62996873,,
1550,BLDG,Abbingdon Nursing Home,-34.96735504,138.61106945,,
1551,RESV,Osmond Square,-34.91803566,138.62886534,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1762,RESV,Stacey Reserve,-34.9069358,138.6353356,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1763,RESV,Cliff Goodwin Reserve,-34.90686559,138.61693539,,Named by the City of Norwood Payneham & St Peters.
1654,RSTA,Adelaide Parklands Rail Terminal,-34.93773498,138.57892443,,Name change approved by the Surveyor-General on 3/1/2007.  The previous name was Australian National Rail Passenger Terminal.   Great Southern Rail took over the running of the terminal from the Federal Government and renamed the terminal to be reflect t
1655,RSTA,Keswick Terminal,-34.93773498,138.57892443,,"Now the Australian National Rail Passenger Terminal, however offical approval for this renaming was never sought of the Surveyor-General.  See also Adelaide Parklands Rail Terminal."
1679,RESV,Payneham Drainage Reserve No 2,-34.90058595,138.64560583,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1705,RSTA,Australian National Rail Passenger Terminal,-34.93773498,138.57892443,,Approval for the change of name from Kewsick Terminal to Australian National Rail Passenger Terminal was never requested of the Surveyor-General.  Name change to Adelaide Parklands Rail Terminal was approved by the Surveyor-General on 3/1/2007.  However
1818,BLDG,Arab Steed Hotel,-34.93528979,138.61080342,,
1820,RESV,St Margarets Crescent Reserve No 2,-34.89142599,138.64361595,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1824,RESV,O G Screening Reserve No 1,-34.89170593,138.63868589,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1852,RESV,Doris Coulls Bushland Preservation Area,-35.00483636,138.73816519,,Charlotte Firth of DENR's Mapping Unit advised that the reserve sign shows Doris Coulls Reservevia e-mail 25/5/2011 - further investigation required.
1880,RESV,Fifth Avenue Drainage Reserve No 1,-34.90317571,138.62552555,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1865,RESV,May Street Reserve No 3,-34.90413598,138.64970582,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
1814,SCHL,Unley Primary School,-34.9555252,138.60807448,,"School opened in 1879. Wattle Street, Unley."
3691,RESV,Woodroofe Gardens,-34.92092562,138.62735528,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3834,RESV,Gage Street Reserve,-34.90978594,138.64949572,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3150,RESV,Richards Park,-34.91747569,138.63147538,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3421,RESV,Hutchinson Park,-34.9248656,138.62770521,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3426,CRPK,O G Road Car Park,-34.89470593,138.64078587,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3862,RESV,Maurice Clayton Reserve,-34.91261575,138.63359549,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3433,RESV,Church Street Reserve,-34.88997592,138.6367559,,Named by the City of Norwood Payneham & St Peters.
3872,HMSD,Glenview Park,-34.83009011,138.97890092,,
3873,HMSD,Akhira,-34.80914022,138.97809125,,
3876,HMSD,Lanacoora,-34.80354812,138.78707909,,"The correct position of the homestead was advised by the owner of the adjoining Jakaa Ridge Homestead, Mr John McMahon in August 2007."
3194,RESV,Lower Portrush Road Buffer Reserve No 3,-34.89306583,138.63101578,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
4024,?,Mudlunga,-34.84231452,138.48612492,,Name as recorded by William Williams and described as being the area between Port Adelaide and the sea.  Also shown as Mood-lung-gah in a publication of Williams information by A MacDougall.
4025,SWP,The Reedbeds,-34.92170893,138.51204443,,An area at or near the original mouth of the River Torrens.  No extent established.
3217,RESV,Nyroca Crescent Reserve,-34.88743607,138.64882608,,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.
3483,RESV,Oxford Place Reserve,-34.92232559,138.62521523,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3926,HMSD,Wirra Karra,-34.77230042,138.97638184,,
3927,HMSD,Crackerwood Cottage,-34.76228066,138.99251219,,
3928,HMSD,Wren Cottage,-34.86134881,138.87963923,,
3929,HMSD,Amberosa,-34.76554053,138.98211202,,
3930,HMSD,Amarina,-34.75559049,138.97371208,,
3931,HMSD,Lakotah,-34.76236067,138.9934222,,
3932,HMSD,Camillwood,-34.86030881,138.87919924,,
3933,HMSD,Nakaru,-34.75333048,138.97143209,,
3934,HMSD,Bundaleer,-34.78194029,138.9695916,,
3234,RESV,Willow Bend Reserve No 1,-34.89316583,138.63082578,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3488,BLDG,Alma Hotel,-34.91722021,138.62605265,,Norwood
3489,FTRY,Angoves St Agnes Cellars,-34.82248127,138.72308011,,
3491,BLDG,Allenby Gardens Scout Hall,-34.89752264,138.55456782,,Location is approximate only
3499,RESV,Linear Park-Gilberton,-34.90641556,138.61368536,,Named by the City of Norwood Payneham & St Peters.
3946,BLDG,AMP Building,-34.92380527,138.59774488,,"19-23 King William Street, Adelaide"
4079,HMSD,Curinya Oark,-34.75130939,138.87296096,,
4080,HMSD,Girraween,-34.75073931,138.86560088,,Spelling to be comfirmed as 1:50 000 Mapsheet - 4th Edition Field Check unclear.
4082,FTRY,Torrens Valley Orchard,-34.79332968,138.92085084,,
4083,HMSD,Morellan Lodge,-34.77386037,138.97217176,,
4084,HMSD,Bonney Berg,-34.78115021,138.96220153,,
4085,HMSD,Willow Ridge,-34.75840052,138.97759208,,
3529,SCHL,Lake Windemere CPC-7,-34.7420366,138.61844812,,"School due to open Term 1 of 2011.  CPC-7 stands for Child Parent Centre to Year 7.  The new school has been created by the merger of Direk Junior Primary, Direk Primary and Salisbury North West Primary Schools.  The Surveyor-General approved the name on"
3985,SCHL,Magill School,-34.91503621,138.67608595,,The new Magill School has been created by merger and renaming of Magill Junior and Magill Primary Schools on the same site and will begin operation from 1/1/2011.
3986,SCHL,Modbury West School,-34.83465669,138.67563727,,This school has been created by merger and renaming of Modbury West Junior and Modbury West Primary Schools on the same site and began operations from 1/1/2011. So named as it is located in the western portion of the Suburb of Modbury.
3994,BRDG,Union Bridge,-34.8417983,138.82381889,,Possibly located at grid reference 302100 East 6142600 North.  Shows on Survey Diagram Book dated 8/2/1923.
4069,BLDG,Adelaide Bowling Club,-34.9247706,138.61397613,,
4070,?,Aldinga Beach Boat Ramp,-35.29086807,138.4431821,,
3021,RESV,Stanford Reserve,-34.91011571,138.62867547,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3301,RESV,Bradgate Crescent Reserve,-34.88863603,138.64607603,,Name confirmed by the City of Norwood Payneham & St Peters in August 2008.
3568,CRPK,St Peters Street Car Park,-34.91156565,138.6248454,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3572,BLDG,Payneham Community Centre,-34.89742591,138.64037582,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3579,RESV,Magdalen Street Drainage Reserve,-34.91152557,138.61745532,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3580,CRPK,Webbe Street Car Park,-34.9214057,138.63404535,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3582,RESV,Syd Jones Reserve,-34.90678594,138.64764575,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3719,BLDG,Ardtornish Scout Hall,-34.79632838,138.71369196,,
3720,BLDG,Adelaide Fire Station,-34.9302604,138.60333348,,
3721,BLDG,Angle Park Fire Station,-34.85208613,138.55468334,,
3722,BLDG,Adelaide Meridian Motel,-34.90725013,138.6086323,,
3048,RESV,Third Creek Drainage Reserve No 4,-34.89451594,138.64132588,,"Named by the City of Norwood, Payneham & St Peters at meetings held on 17/1/2005 and 4/4/2005. Government Gazette of 23/6/2005 lists an incorrect meeting date of 2/5/2005 which should have been 4/4/2005."
3328,SCHL,Bridgewater Primary School,-35.0060766,138.76025543,,School opened in 1934.
3332,SCHL,Brookway Park School,-34.88050612,138.6492462,,School opened in 1965.
3746,MONU,Aldinga Monument,-35.27205695,138.48160737,,
